iter	RMSE
469	3.593711235
470	3.592868928
471	3.592433729
472	3.591330204
473	3.590283864
474	3.58983185
475	3.589300474
476	3.588678017
477	3.588046315
478	3.587499199
479	3.586216247
480	3.585154567
481	3.584459413
482	3.583913719
483	3.58305585
484	3.582566343
485	3.581972094
486	3.580704514
487	3.579786026
488	3.578798411
489	3.578264223
490	3.577688521
491	3.577279674
492	3.576883339
493	3.576560639
494	3.576111267
495	3.574914557
496	3.574123427
497	3.573811145
498	3.573041338
499	3.57278227
500	3.572223182
501	3.57118767
502	3.570840857
503	3.569887988
504	3.569124917
505	3.568287088
506	3.567453349
507	3.567234472
508	3.56649372
509	3.566204564
510	3.565214971
511	3.564475246
512	3.563882096
513	3.56318054
514	3.562144622
515	3.561651954
516	3.560410009
517	3.559515538
518	3.558872722
519	3.558202786
520	3.557517713
521	3.55726286
522	3.556941912
523	3.556117927
524	3.555767535
525	3.55474796
526	3.553998928
527	3.553665731
528	3.553327526
529	3.552767751
530	3.552070608
531	3.551224217
532	3.55073564
533	3.549989921
534	3.54878536
535	3.548039705
536	3.547754486
537	3.547078663
538	3.545945444
539	3.544578872
540	3.543893884
541	3.543200922
542	3.54279093
543	3.542778225
544	3.54246838
545	3.54212586
546	3.541498063
547	3.54082012
548	3.540581705
549	3.539763173
550	3.539537829
551	3.539006649
552	3.53800028
553	3.537485869
554	3.53653206
555	3.53546066
556	3.535014225
557	3.534312666
558	3.533966394
559	3.533959907
560	3.532537695
561	3.531927001
562	3.531524191
563	3.530615192
564	3.529808415
565	3.529025992
566	3.528431476
567	3.52779264
568	3.527261059
569	3.526698049
570	3.525920568
571	3.52519113
572	3.524657476
573	3.524296672
574	3.524018807
575	3.523613489
576	3.523124232
577	3.522873579
578	3.522337002
579	3.521780653
580	3.521136471
581	3.519959665
582	3.519581394
583	3.51890592
584	3.518370067
585	3.517890611
586	3.517374697
587	3.517371181
588	3.517076357
589	3.516632681
590	3.515881044
591	3.515203678
592	3.51479151
593	3.514360544
594	3.513678318
595	3.512816999
596	3.51211689
597	3.511462012
598	3.510805654
599	3.50991639
600	3.509768884
601	3.508691273
602	3.508277719
603	3.507370835
604	3.50692953
605	3.506361298
606	3.505811822
607	3.50520986
608	3.504219959
609	3.503658374
610	3.503072396
611	3.502536099
612	3.502028303
613	3.501437079
614	3.501429113
615	3.500493725
616	3.500011063
617	3.500003576
618	3.499334814
619	3.499029124
620	3.498684602
621	3.49768018
622	3.497281823
623	3.496537719
624	3.49571403
625	3.495099964
626	3.494487109
627	3.493571248
628	3.492849437
629	3.49215938
630	3.491670072
631	3.491302974
632	3.490666374
633	3.490341594
634	3.489856717
635	3.489576197
636	3.488792374
637	3.488190646
638	3.487557859
639	3.48734464
640	3.486718957
641	3.486159755
642	3.485627177
643	3.484913251
644	3.483968261
645	3.483467264
646	3.483015202
647	3.482445866
648	3.482025966
649	3.481535966
650	3.480928732
651	3.480603286
652	3.480081246
653	3.479452554
654	3.47882414
655	3.478059682
656	3.477564906
657	3.476966919
658	3.476599227
659	3.475424789
660	3.474983017
661	3.474552719
662	3.474234927
663	3.473680613
664	3.472909992
665	3.472196361
666	3.471491167
667	3.470984515
668	3.470656047
669	3.470253183
670	3.469708746
671	3.469192875
672	3.468506213
673	3.46799131
674	3.467744691
675	3.467459157
676	3.467040795
677	3.466634671
678	3.465983573
679	3.465299635
680	3.464234408
681	3.463894707
682	3.463561891
683	3.462702522
684	3.462334927
685	3.461907429
686	3.461695757
687	3.461208149
688	3.460829559
689	3.459916987
690	3.459556744
691	3.458876892
692	3.458282097
693	3.457634128
694	3.4569015
695	3.456772304
696	3.456190501
697	3.455507659
698	3.454704927
699	3.454534548
700	3.453634687
701	3.452877846
702	3.452157123
703	3.451618063
704	3.451261117
705	3.450483485
706	3.450147184
707	3.449487517
708	3.448952689
709	3.448155087
710	3.447610896
711	3.447180147
712	3.446228397
713	3.445288251
714	3.444752459
715	3.444660214
716	3.444112871
717	3.443490598
718	3.442689034
719	3.441793538
720	3.441439388
721	3.440668071
722	3.439761626
723	3.438918238
724	3.438402055
725	3.437665216
726	3.437191878
727	3.436091712
728	3.435797333
729	3.435183
730	3.434778182
731	3.434096145
732	3.433676594
733	3.433355722
734	3.432810083
735	3.432624984
736	3.431940342
737	3.430992518
738	3.430118315
739	3.429479975
740	3.42896064
741	3.428351785
742	3.427612606
743	3.426996973
744	3.426826244
745	3.426515578
746	3.426125498
747	3.425648774
748	3.425171025
749	3.424761013
750	3.424415146
751	3.424154862
752	3.423446501
753	3.422906358
754	3.421755225
755	3.421081672
756	3.420148533
757	3.419671471
758	3.419036873
759	3.418779092
760	3.41830419
761	3.417779843
762	3.417540652
763	3.417269266
764	3.416622587
765	3.416296314
766	3.415261812
767	3.414700846
768	3.414317128
769	3.413812894
770	3.413377414
771	3.41286754
772	3.41265079
773	3.411972391
774	3.411064541
775	3.410446222
776	3.409959885
777	3.409671701
778	3.409449628
779	3.408844348
780	3.408439756
781	3.408118364
782	3.407718876
783	3.407448021
784	3.406652334
785	3.406522178
786	3.406205973
787	3.405194437
788	3.404778233
789	3.40414584
790	3.403597497
791	3.402945073
792	3.402449909
793	3.402323063
794	3.402052887
795	3.401635523
796	3.401032215
797	3.400608141
798	3.399587689
799	3.399217269
800	3.398709762
801	3.397910418
802	3.397408226
803	3.396666545
804	3.39630448
805	3.395951278
806	3.395392158
807	3.394395415
808	3.393497854
809	3.392986726
810	3.392454334
811	3.391499909
812	3.391146428
813	3.390867971
814	3.390063372
815	3.389520378
816	3.38908583
817	3.388250814
818	3.387645844
819	3.38680623
820	3.385797185
821	3.385164764
822	3.384516377
823	3.38407115
824	3.383128637
825	3.382520745
826	3.382020543
827	3.381564764
828	3.38074132
829	3.380431036
830	3.380057885
831	3.379581199
832	3.378903156
833	3.378107019
834	3.377514773
835	3.376808777
836	3.376172797
837	3.375541758
838	3.375188995
839	3.374921822
840	3.374163531
841	3.373894655
842	3.373164553
843	3.372522258
844	3.371625183
845	3.370756667
846	3.370260136
847	3.369815131
848	3.3692502
849	3.368784918
850	3.368041953
851	3.367644242
852	3.367179482
853	3.366880168
854	3.366481861
855	3.366168181
856	3.365680887
857	3.365355353
858	3.365058329
859	3.364440625
860	3.364170154
861	3.363815455
862	3.363464754
863	3.362788312
864	3.362391132
865	3.362099208
866	3.361403134
867	3.361136585
868	3.360166679
869	3.359337973
870	3.359108167
871	3.358701941
872	3.357898996
873	3.357324913
874	3.357072343
875	3.356608256
876	3.356208692
877	3.355562742
878	3.354689157
879	3.354438854
880	3.35377817
881	3.353301375
882	3.352737894
883	3.352380854
884	3.352105955
885	3.351887037
886	3.351613709
887	3.350925598
888	3.350402194
889	3.349396312
890	3.348891341
891	3.348273338
892	3.347805412
893	3.347562785
894	3.346843457
895	3.346421994
896	3.346030857
897	3.34554269
898	3.345014518
899	3.344551747
900	3.343765272
901	3.343473155
902	3.342469553
903	3.341877872
904	3.341058761
905	3.340289104
906	3.339940457
907	3.339160238
908	3.338718777
909	3.338543805
910	3.338029018
911	3.337621318
912	3.336822666
913	3.336507722
914	3.335741079
915	3.335174089
916	3.334514583
917	3.334027546
918	3.333661898
919	3.333111268
920	3.332581687
921	3.332342916
922	3.332038601
923	3.331392284
924	3.331063414
925	3.330487529
926	3.330176319
927	3.329446813
928	3.328845179
929	3.328501643
930	3.328121174
931	3.327886879
932	3.327668591
933	3.327377612
934	3.326887343
935	3.326297423
936	3.325653359
937	3.325401069
938	3.325072898
939	3.324700701
940	3.324239157
941	3.323834403
942	3.32337958
943	3.322581225
944	3.321939125
945	3.321498441
946	3.321306531
947	3.320519293
948	3.320218966
949	3.319761842
950	3.319325251
951	3.318902008
952	3.318315335
953	3.317941691
954	3.317368213
955	3.317129688
956	3.316595736
957	3.316309891
958	3.315907675
959	3.315228946
960	3.314841958
961	3.314287763
962	3.313876865
963	3.313421749
964	3.312662939
965	3.312136197
966	3.311695568
967	3.311107881
968	3.310623894
969	3.310169196
970	3.309748862
971	3.309113452
972	3.308747031
973	3.308374275
974	3.307563493
975	3.307029197
976	3.306748294
977	3.306107586
978	3.30582949
979	3.305465662
980	3.304762243
981	3.304134028
982	3.303842336
983	3.303323061
984	3.303094242
985	3.302344578
986	3.302111293
987	3.301514966
988	3.301104336
989	3.300290703
990	3.300112295
991	3.299434111
992	3.298812117
993	3.298399078
994	3.297998385
995	3.297789031
996	3.297235563
997	3.296775312
998	3.296265651
999	3.295820052
1000	3.295385466
1001	3.294874729
1002	3.294595568
1003	3.294317254
1004	3.294068483
1005	3.293582666
1006	3.293122397
1007	3.292756948
1008	3.29237275
1009	3.291998803
1010	3.291529417
1011	3.290905225
1012	3.290629093
1013	3.290160208
1014	3.289702016
1015	3.28948239
1016	3.289079172
1017	3.288821166
1018	3.288341246
1019	3.28775408
1020	3.287463817
1021	3.287041438
1022	3.286874363
1023	3.286323588
1024	3.285990015
1025	3.28559141
1026	3.285221114
1027	3.284940074
1028	3.284295298
1029	3.283893408
1030	3.283474906
1031	3.283084194
1032	3.282691677
1033	3.282563322
1034	3.281846964
1035	3.281601748
1036	3.281109147
1037	3.280634496
1038	3.280189911
1039	3.279529295
1040	3.279354104
1041	3.278721125
1042	3.27834874
1043	3.278014942
1044	3.277349467
1045	3.276915042
1046	3.27631276
1047	3.276005444
1048	3.275569952
1049	3.275286936
1050	3.275101784
1051	3.274897308
1052	3.274181228
1053	3.273659618
1054	3.272839729
1055	3.272303
1056	3.27209723
1057	3.271500297
1058	3.271092002
1059	3.27073219
1060	3.270027241
1061	3.269346928
